Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
"Roddy Gayle, Jr.",MICH,0.543,0.492,149,5.7,12.9,9.7,10.8,17.2,2.2,2.2,18.7,-2,1.3,108.7,96.6,12.1,171.9,13.5,32,20.7,7.2,2.5,5.6,0.455,0.4,1.6,0.26,1.7,2.2,0.775,0.8,2.5,3.3,1.4,0.8,0.4,1.4,1.6,1.00,39.3,28.6,49.5,6-5,F,Sr,B10,25-26,26,FORWARD,USA,Michigan,NCAA,-,Power 5
Quinton Perkins II,MER,0.576,0.554,169.4,1.8,6.1,3.9,11.8,12.2,1.9,1.6,18.1,0,1.2,116,109.7,6.3,142.8,13.5,28,23.5,8.9,3.1,7.3,0.429,1.8,4.5,0.408,0.9,1,0.857,0.4,1.2,1.6,1.6,0.8,0.4,1.1,1.9,1.45,13.7,61.6,72.0,6-1,G,So,SoCon,25-26,26,GUARD,USA,Mercer,NCAA,-,Low-Major
Jake Davis,ILL,0.5415,0.5185,145.9,5.4,9.5,7.5,10.3,11.2,1.75,0.95,13.9,0.5,1.15,122,108.8,13.15,139.8,11.25,32,20.75,5.6,1.85,4.8,0.3855,1.2,3.6,0.3365,0.7,0.95,0.7375,0.9,1.75,2.65,1.3,0.7,0.2,0.75,1.65,1.73,19.8,75.0,66.0,6-4,G,Jr,B10,25-26,26,GUARD,USA,Illinois,NCAA,-,Power 5
Layden Blocker,DEP,0.49,0.417,150.6,2.8,8,5.4,24.2,16,3.3,1.1,23.9,0.6,1.2,101,103.1,-2.1,205.5,13.5,32,29,11.1,3.4,9.5,0.36,1.1,3.4,0.318,3.2,3.8,0.828,0.7,1.8,2.5,3.5,1.6,0.3,2.2,2.8,1.59,40.0,35.8,59.7,6-2,G,Jr,Big East,25-26,26,GUARD,USA,DePaul,NCAA,7/2/2005,Power 5
Nikola Radovanovic,PEPP,0.584,0.536,141.7,12.3,13.5,12.9,13,16.9,1.3,2.6,13.6,0,1.6,122.3,113.4,8.9,21.8,13.5,17,5,1.4,0.4,0.8,0.5,0.1,0.2,0.25,0.5,0.7,0.667,0.5,0.5,1.1,0.4,0.1,0.1,0.2,0.9,2.00,87.5,25.0,46.9,6-9,F,Fr,WCC,25-26,26,FORWARD,BOS,Pepperdine,NCAA,3/13/2003,High-Major
Filip Radakovic,UTM,0.515,0.397,136.3,8.4,9.8,9.1,19.7,21.8,2,0.2,21.8,-3.1,1.4,104.7,98.1,6.6,174.3,13.5,28,26.4,9.4,2.5,6.8,0.374,0.3,1.9,0.173,4,4.9,0.816,1.9,2.3,4.1,2.6,0.9,0,2.5,1.6,1.04,72.1,27.9,51.4,6-7,F,So,OVC,25-26,26,FORWARD,SRB,Tennessee-Martin,NCAA,5/7/2004,Low-Major
Kelvin Odih,STJ,0.47,0.467,96.7,25.8,14.3,19.9,5.3,23.9,2.8,3.5,17.1,-6.1,1,103,87.6,15.4,16.8,13.5,10,5.6,1.5,0.7,1.5,0.467,0,0.1,0,0.1,0.2,0.5,1.2,0.7,1.9,0.2,0.3,0.2,0.5,1.1,0.40,13.3,6.7,24.3,6-4,GF,Fr,Big East,25-26,26,WING,USA,St. John's,NCAA,4/4/2006,Power 5
Jaden Daughtry,MRST,0.5185,0.508,134.8,6.65,20.9,13.9,11.25,17.2,3,3.15,23.5,-3.85,1.2,98.1,96.25,1.85,174.35,16.6,30.5,18.7,7.1,2.75,5.85,0.4625,0.55,1.7,0.3265,1.05,1.85,0.5595,1,3.3,4.35,1.1,1,0.55,1.4,2.05,0.79,31.6,29.1,47.9,6-7,F,Sr,MAAC,25-26,26,FORWARD,USA,Marist,NCAA,-,Low-Major
Bryce Lindsay,VILL,0.522,0.486,151,2.5,7,4.7,13.3,9.2,1.4,0,23,0.7,1.2,111.4,110.2,1.2,182.3,13.5,32,28.4,11.9,3.8,10.2,0.376,2.3,6.5,0.346,2,2.5,0.788,0.6,1.5,2.1,2,0.7,0,1.2,1.7,1.67,24.5,63.7,79.3,6-3,G,So,Big East,25-26,26,GUARD,USA,Villanova,NCAA,-,Power 5
Kerrington Kiel,TROY,0.487,0.432,136.5,11.6,16.7,14.3,11.5,17.5,3.2,1.9,15,-0.8,1.2,109.2,99.5,9.7,150.6,13.5,33,16.2,3.9,1.2,3.3,0.364,0.5,1.6,0.278,1,1.4,0.723,1.5,2.2,3.7,1.1,0.9,0.3,0.8,1.7,1.38,42.4,48.5,50.7,6-5,F,So,Sun Belt,25-26,26,FORWARD,USA,Troy,NCAA,-,Mid-Major
Javon Cooley,PEPP,0.532,0.48,153.8,3.2,16.1,9.6,7.5,11.8,1.9,1,20.3,-2.3,1.2,106.3,112.6,-6.3,225.6,13.4,32,30.1,11.4,3.8,9.3,0.411,1.3,4.3,0.295,2.5,3,0.832,0.8,3.9,4.7,1.1,1,0.3,1.4,2,0.79,32.3,46.2,66.0,6-5,GF,Sr,WCC,25-26,26,WING,USA,Pepperdine,NCAA,-,High-Major
Adam Harakow,UWYOM,0.588,0.567,152,6.4,12.8,9.5,6.3,10.3,1.6,1.4,15.5,-0.8,1.4,123.4,109,14.4,132.5,13.4,32,18.8,6.1,2,4.4,0.458,1,2.5,0.383,1.1,1.6,0.68,0.9,1.8,2.7,0.7,0.5,0.2,0.6,2.2,1.17,36.4,56.8,61.6,6-7,F,Jr,MWC,25-26,26,FORWARD,CAN,Wyoming,NCAA,-,High-Major
Kai Rogers,OKLA,0.64,0.647,121.8,11.9,13.3,12.6,7.8,19.7,2,4.6,8.7,-0.2,1.5,131.2,108.2,23,39.6,13.4,20,7.3,1.3,0.6,0.9,0.647,0,0,0,0.2,0.4,0.571,0.7,0.8,1.5,0.4,0.3,0.3,0.3,1,1.33,44.4,0.0,32.6,6-10,C,Fr,SEC,25-26,26,BIG,USA,Oklahoma,NCAA,-,Power 5
Angelo Winkel,EWASH,0.714,0.667,141.7,6.7,6.6,6.7,8.6,38,2.8,10.9,20.6,-12,2.3,97.2,111.4,-14.2,4.5,13.4,4,5,1.8,0.5,0.8,0.667,0,0,0,0.8,1,0.75,0.3,0.3,0.5,0.3,0.3,0.5,0.8,0.8,0.38,125.0,0.0,45.0,6-8,F,Sr,BSKY,25-26,26,FORWARD,USA,Eastern Washington,NCAA,-,Low-Major
Christian Henry,FORD,0.447,0.418,119,2.1,12.2,7.2,33.9,17.9,2.7,0.3,26.5,3,1.1,96.6,99.8,-3.3,214.3,13.4,30,28.3,10.7,3.6,9.9,0.367,1,3.8,0.261,2.4,4.3,0.563,0.5,2.9,3.4,5.1,1.3,0.1,2.6,2,1.96,43.4,38.4,56.9,6-3,G,Sr,A-10,25-26,26,GUARD,USA,Fordham,NCAA,-,High-Major
Frankie Mannino,HAR,0.599,0.574,132.5,9.4,10.9,10.2,9.7,17.5,3,1.5,11.8,-0.1,1.5,121,102,19,55.8,13.4,28,8.7,1.8,0.7,1.2,0.559,0,0.4,0.1,0.4,0.6,0.667,0.6,0.7,1.3,0.5,0.4,0.1,0.3,0.9,1.67,50.0,33.3,42.1,6-5,F,Fr,IVY,25-26,26,FORWARD,USA,Harvard,NCAA,-,Mid-Major
Jonah Drezner,BRWN,0.611,0.611,87.3,0,7.7,4.1,10.4,10,2,0,16.6,1.1,1.2,124.5,83.1,41.5,6.8,13.4,5,5.8,2.2,0.8,1.8,0.444,0.6,1.4,0.429,0,0,0,0,0.4,0.4,0.4,0.2,0,0.2,0.4,2.00,0.0,77.8,50.8,6-3,G,Fr,IVY,25-26,26,GUARD,USA,Brown,NCAA,-,Mid-Major
Eli Yofan,MIAMI,0.75,0.75,100,0,0,0,8.5,0,3.6,6.6,6.6,4.2,1.5,181,82.8,98.1,3.5,13.4,2,7,1.5,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,1,,0.0,100.0,58.8,6-2,G,Sr,MAC,25-26,26,GUARD,USA,Miami (OH),NCAA,-,Mid-Major
Cade Norris,SAMF,0.598,0.562,162,4.3,14.1,9.3,12.1,10.1,1.1,0.3,14.1,1.7,1.4,124.4,109.7,14.7,249.8,13.4,32,30.5,8.9,2.9,6.3,0.453,1.4,3.4,0.404,1.8,2.4,0.763,1.1,3.6,4.6,2.1,0.6,0.1,0.8,2.2,2.63,38.1,54.0,67.6,6-4,G,So,SoCon,25-26,26,GUARD,USA,Samford,NCAA,-,Low-Major
Bahsil Laster,UTA,0.543,0.391,136.2,4.8,13.3,9.1,11.6,18.8,1.7,0.7,21.9,-4.2,1.6,106.9,99.9,7,126.6,13.4,32,19.3,7.3,1.6,4.4,0.359,0.3,1.3,0.209,3.8,4.8,0.794,0.7,2,2.8,1.2,0.6,0.1,1.6,1.5,0.75,109.1,29.5,54.0,6-4,G,So,WAC,25-26,26,GUARD,USA,UT Arlington,NCAA,-,Mid-Major
Chas Lewless,UWG,0.519,0.473,159.1,0.8,11.9,6.1,18.7,16.3,1.9,0.4,25.3,-1.6,1.2,101.4,112.2,-10.8,64.8,13.4,10,28.1,12.8,4.2,11.1,0.378,2.1,6.4,0.328,2.3,2.6,0.885,0.2,2.7,2.9,2.9,1,0.1,2.4,1.7,1.21,23.4,57.7,78.2,6-2,G,So,A-SUN,25-26,26,GUARD,USA,West Georgia,NCAA,-,Low-Major
Amani Drummond,UIW,0.502,0.482,137.2,9.9,12.2,11,2.1,3.1,0.7,0,18.5,-0.4,1.1,121.1,112,9,17.8,13.4,19,4.5,1.6,0.6,1.5,0.393,0.3,0.8,0.313,0.2,0.3,0.667,0.4,0.4,0.8,0.1,0.1,0,0.1,0.4,1.00,20.0,53.3,46.1,6-1,G,Sr,SLC,25-26,26,GUARD,USA,Incarnate Word,NCAA,-,Low-Major
Bryson Tiller,KU,0.526,0.491,142,7.3,18.3,13.2,7.3,18.9,0.7,5.7,19.1,-4.4,1.2,99.6,99.5,0,234.9,13.4,33,25.9,8.2,3,6.6,0.459,0.4,1.5,0.275,1.7,2.5,0.687,1.5,4.5,6,1,0.3,1.3,1.8,2,0.56,37.9,22.7,46.9,6-11,F,Fr,B12,25-26,26,FORWARD,USA,Kansas,NCAA,11/7/2005,Power 5
Karon Boyd,WICHI,0.521,0.497,142.1,8.6,11.6,10.1,8.2,13,1,1.4,17.6,-1.6,1.2,113.9,104.9,9,246.1,13.4,32,33.8,10.9,3.9,9.1,0.428,1.3,3.6,0.351,1.9,3,0.642,2.5,3.3,5.8,1.6,0.6,0.4,1.6,2.7,1.00,33.0,39.6,60.7,6-6,F,Sr,AAC,25-26,26,FORWARD,USA,Wichita State,NCAA,-,High-Major
Mark Butler,LAFAY,0.498,0.437,143.9,1.4,6.7,4,24.8,9.5,1.6,0.3,18.4,5.1,1.2,110.9,114.1,-3.2,241.6,13.4,32,34,10.7,3.8,9,0.429,0.2,0.6,0.25,2.9,3.8,0.76,0.4,1.8,2.2,4.2,0.9,0.1,1.1,1.8,3.82,42.2,6.7,39.5,5-10,G,Jr,Patriot,25-26,26,GUARD,USA,Lafayette,NCAA,-,Low-Major
Makai Richards,CHATT,0.623,0.588,168.1,8.8,19.9,14.7,11.7,23.4,1.1,4.3,14.6,-2,1.5,114.5,107.7,6.8,114.8,13.4,32,13.2,3.4,1.3,2.3,0.581,0,0.1,0.333,0.7,0.9,0.767,0.9,2.2,3.1,0.9,0.3,0.5,0.8,2.1,1.13,39.1,4.3,42.9,6-10,PF,Sr,SoCon,25-26,26,FORWARD,USA,Chattanooga,NCAA,10/19/2001,Low-Major
Jayden Quaintance,UK,0.496,0.571,87.9,15,24.1,19.4,5.4,22.9,1.7,5.6,19.4,-7.1,1.4,92.6,110.4,-17.8,20.1,13.4,4,16.8,5,2,3.5,0.571,0,0,0,1,3.3,0.308,2,3,5,0.5,0.5,0.8,1.5,1.3,0.33,94.3,0.0,29.9,6-9,FC,So,SEC,25-26,26,FORWARD,USA,Kentucky,NCAA,7/11/2007,Power 5
Royal Smith,ARKST,0.553,0.552,133.2,4,10.6,7.4,15.2,18.1,3.1,0.3,21,-2.4,1.3,106.1,103.7,2.4,83.8,13.4,27,13.2,5.4,1.9,4.3,0.44,1,2.7,0.361,0.6,1.2,0.531,0.4,1.2,1.7,1.1,0.7,0,1.1,1.6,1.00,27.9,62.8,59.4,6-4,G,Fr,Sun Belt,25-26,26,GUARD,USA,Arkansas State,NCAA,-,Mid-Major
Tae Blackshear,YSU,0.532,0.5,147.6,1.4,12.6,7.1,9.5,11.2,1.7,1.4,24.6,-2.1,1.2,106.5,106.3,0.2,89,13.3,30,14.7,6.8,2.2,5.7,0.386,1.3,4,0.328,1.1,1.4,0.762,0.2,1.5,1.6,0.7,0.4,0.2,0.8,1.7,0.88,24.6,70.2,67.4,6-6,F,Jr,Horizon,25-26,26,FORWARD,USA,Youngstown State,NCAA,-,Low-Major
Jack Graham,NEWHA,0.523,0.505,139.7,1.6,12.5,6.7,7.8,10.8,2.2,1.2,22.2,-2.3,1.2,102.1,107.2,-5.1,165.9,13.3,30,27.8,11.2,4,9.7,0.409,1.9,5.8,0.322,1.4,2.1,0.667,0.4,2.6,3,1,1.1,0.3,1.3,2.1,0.77,21.6,59.8,73.2,6-3,G,Jr,AEC,25-26,26,GUARD,USA,New Hampshire,NCAA,11/25/2003,Low-Major
Michael Rataj,BAYL,0.504,0.46,134.9,11,14.2,12.6,12.4,16.1,1.2,1.7,18,-0.9,1.2,110.7,111.5,-0.8,203.5,13.3,32,24,7.6,2.7,6.3,0.431,0.4,1.7,0.218,1.8,2.5,0.7,2.1,2.8,4.8,1.8,0.5,0.4,1.4,1.9,1.29,39.7,27.0,46.6,6-8,SF,Sr,B12,25-26,26,WING,GER,Baylor,NCAA,10/12/2003,Power 5
Braelon Bush,CHIST,0.496,0.456,158.3,0.4,10.2,5,25.5,14,3,0,20.4,2.8,1.1,100.7,116.1,-15.4,153.1,13.3,26,26,8.5,3,7.8,0.387,1.1,3.9,0.277,1.3,1.4,0.919,0.1,1.8,1.9,3.1,1.3,0,1.4,1.2,2.21,17.9,50.0,62.3,5-9,G,Sr,NEC,25-26,26,GUARD,USA,Chicago State,NCAA,-,Low-Major
JoJo Moore,TULAN,0.522,0.484,130.1,4.6,13.8,9.2,15.2,15.7,2.4,2.8,17.3,-0.4,1.3,102.9,109.7,-6.9,102.8,13.3,32,12.8,3.7,1.4,2.9,0.468,0.1,0.6,0.158,0.8,1.3,0.675,0.5,1.4,1.9,0.9,0.5,0.3,0.7,0.8,1.29,44.8,20.7,39.6,6-4,GF,So,AAC,25-26,26,WING,USA,Tulane,NCAA,-,High-Major
"Jimmy Oladokun, Jr.",RICE,0.436,0.479,72.9,16.5,17.7,17.1,7.2,12.2,1.3,4.5,15.9,-1.4,1.1,102.8,106.9,-4.1,148,13.3,31,17.4,4.3,1.9,3.9,0.479,0,0,0,0.5,2.1,0.25,2.5,2.5,4.9,0.6,0.4,0.7,0.7,2.3,0.86,53.8,0.0,23.1,6-9,PF,Jr,AAC,25-26,26,FORWARD,USA,Rice,NCAA,9/19/2005,High-Major
Keaton Norris,SAMF,0.513,0.474,153.8,1.4,14.7,8.1,27.3,12.7,1.1,0,17.9,5.6,1.1,111.7,112.8,-1.1,253.4,13.3,28,32.8,10,3.5,8.9,0.391,1.5,4.7,0.311,1.6,2,0.836,0.4,3.9,4.3,4.9,0.6,0,1.4,1.9,3.50,22.5,52.8,67.8,6-0,G,Sr,SoCon,25-26,26,GUARD,USA,Samford,NCAA,-,Low-Major
Stink Robinson,BTLR,0.568,0.535,161.4,3.4,9.2,6.3,23,26.2,4.4,1.4,19.2,-1.6,1.3,101.8,103,-1.3,97.5,13.3,22,18.3,6.1,2.1,4.5,0.47,0.6,1.4,0.433,1.2,1.7,0.711,0.5,1.4,1.9,2.4,1.5,0.3,1.9,2.8,1.26,37.8,31.1,53.3,6-2,PG,Fr,Big East,25-26,26,GUARD,USA,Butler,NCAA,-,Power 5
Caleb Williams,GTOWN,0.5535,0.5125,158.95,4.3,13.2,8.75,15.4,11.25,1.1,0.7,21.15,0.2,1.25,113.7,111.9,1.8,249.7,14.6,32.5,30.8,12.2,4,9.75,0.418,1.85,5.35,0.3545,2.35,2.8,0.8165,1.05,3.2,4.3,2.3,0.55,0.2,1.45,2.4,1.59,28.7,54.9,74.3,6-7,F,So,Big East,25-26,26,FORWARD,USA,Georgetown,NCAA,-,Power 5
Oziyah Sellers,STJ,0.556,0.52,164.9,2.1,9.9,6,10.7,6.6,1.1,0.9,17,1.6,1.2,121.2,102.8,18.4,225,13.3,34,28.9,10.7,3.8,8.7,0.439,1.4,4,0.35,1.6,1.9,0.859,0.5,2.4,2.9,1.7,0.6,0.3,0.7,2,2.43,21.8,46.0,65.9,6-5,F,Sr,Big East,25-26,26,FORWARD,USA,St. John's,NCAA,7/28/2003,Power 5
Jaylen Pazon,VMI,0.489,0.449,131.1,3.7,15,9.2,10.9,14.5,1.5,2.5,29.7,-5.3,1.1,92.9,113.3,-20.4,54.5,13.3,20,13.5,6.7,2.5,5.9,0.424,0.3,1.7,0.176,1.4,1.9,0.711,0.5,1.8,2.2,0.7,0.4,0.3,1.2,1.4,0.58,32.2,28.8,44.7,6-5,F,So,SoCon,25-26,26,FORWARD,USA,VMI,NCAA,-,Low-Major
Dillon Hunter,CLEM,0.531,0.483,153.1,2.2,14.9,8.6,19.5,13.6,2,0.5,15.5,3.3,1.2,113.6,102.4,11.3,242.8,13.3,34,28.5,7.5,2.5,6.1,0.409,0.9,2.7,0.337,1.6,2.1,0.786,0.5,3.3,3.8,3,0.9,0.1,1.1,1.9,2.73,34.4,44.3,58.5,6-4,GF,Sr,ACC,25-26,26,WING,USA,Clemson,NCAA,4/16/2003,Power 5
Terrance Arceneaux,NCST,0.521,0.49,151.3,5,16.3,10.6,4.9,9.1,3.2,2.9,13.1,-0.4,1.2,111.9,108.6,3.2,123.5,13.3,29,16.2,3.9,1.4,3.4,0.414,0.5,1.6,0.326,0.6,0.8,0.773,0.7,2.1,2.7,0.5,0.9,0.4,0.4,0.8,1.25,23.5,47.1,51.5,6-6,F,Sr,ACC,25-26,26,FORWARD,USA,NC State,NCAA,11/13/2003,Power 5
Luke Moore,UCA,0.487,0.47,128.2,2.4,9.9,6.1,20,13,2.9,0.4,18.7,2.9,1.1,105.6,106.3,-0.8,259.3,13.3,34,29.6,9.4,3.3,8.4,0.396,1.2,3.9,0.321,1.5,2.7,0.565,0.6,2.3,2.9,3.5,1.5,0.1,1.4,0.9,2.50,32.1,46.4,60.4,6-2,G,Fr,A-SUN,25-26,26,GUARD,USA,Central Arkansas,NCAA,-,Low-Major
Isaac Harrell,ELON,0.583,0.563,153.2,6.7,10.8,8.7,3.2,5.1,1.8,0.9,13.1,-0.1,1.3,129.3,114.2,15.1,187.4,13.3,32,25.7,7.4,2.6,5.7,0.454,1.3,3.5,0.357,1,1.3,0.721,1.4,2.2,3.6,0.5,0.8,0.2,0.3,1.9,1.67,22.8,61.4,65.5,6-8,PF,Jr,CAA,25-26,26,FORWARD,USA,Elon,NCAA,-,Mid-Major
Jorn Everson,USMA,0.505,0.5,132.8,6.4,9.1,7.6,10.9,8,0.9,1.2,22.1,-0.2,1.1,106.9,115.7,-8.8,130.8,13.3,32,18.9,7.6,3.1,7.3,0.427,1.1,3.5,0.301,0.4,0.6,0.6,1,1.3,2.3,0.9,0.3,0.2,0.7,1.2,1.29,8.2,47.9,56.7,6-8,F,Sr,Patriot,25-26,26,FORWARD,USA,Army,NCAA,-,Low-Major
D.J. Jefferson,GWU,0.524,0.511,139.9,3.4,17.4,10.2,5.4,16.3,1.8,2.2,26.2,-6.6,1.1,92.2,119.6,-27.4,101.4,13.3,27,16.8,7.6,2.8,6.6,0.419,1.2,3.5,0.351,0.8,1.3,0.629,0.5,2.3,2.8,0.4,0.6,0.3,1.4,1,0.29,19.7,53.0,60.8,6-4,SF,Jr,BSC,25-26,26,WING,USA,Gardner-Webb,NCAA,5/20/2003,Low-Major
Collin Tanner,RICH,0.53,0.507,148.5,6.8,14.6,10.8,7.8,9.5,1.6,0.5,17.3,-0.4,1.2,110.8,107.2,3.7,130,13.3,29,18.5,5.9,2.3,5.1,0.443,0.7,2.2,0.292,0.7,1,0.75,1,2.2,3.2,0.8,0.5,0.1,0.6,1.3,1.33,19.6,43.1,52.8,6-6,F,Jr,A-10,25-26,26,FORWARD,USA,Richmond,NCAA,7/1/2004,High-Major
Isaiah Kalala,LONG,0.67,0.75,133.3,16.9,14.1,15.4,3,17.1,0,5.2,11.3,-2.5,3.3,134.7,99.9,34.8,12.5,13.3,13,3.8,1,0.2,0.3,0.75,0,0,0,0.5,0.9,0.583,0.5,0.5,0.9,0.1,0,0.2,0.2,0.7,0.50,300.0,0.0,59.3,6-9,F,Fr,BSC,25-26,26,FORWARD,USA,Longwood,NCAA,-,Low-Major
Chris Mubiru,NSU,0.555,0.506,155.6,5.5,13.9,9.7,14.6,13.6,1.6,2.2,14.4,1.2,1.3,114.7,110,4.7,209.9,13.3,32,26.6,6.8,2.3,5.4,0.43,0.8,2.9,0.277,1.4,1.7,0.849,1.1,2.8,3.9,1.9,0.7,0.5,1,1.9,1.90,31.5,53.7,60.5,6-5,G,Jr,SLC,25-26,26,GUARD,USA,Northwestern State,NCAA,-,Low-Major
Jalen Stokes,UCD,0.58,0.489,165.9,8.9,14.7,11.8,10.3,17.3,2.2,1,17.8,-2.3,1.5,114.2,104.8,9.5,86.9,13.3,25,14.8,5.1,1.6,3.5,0.448,0.3,0.8,0.333,1.7,2,0.878,1,1.7,2.7,0.8,0.6,0.1,0.9,2.5,0.89,57.1,22.9,50.5,6-5,GF,Fr,BWC,25-26,26,WING,USA,UC Davis,NCAA,-,Mid-Major
Jamichael Davis,RUTG,0.506,0.456,153.6,3.5,10.8,7,18.8,10.3,2.1,1.1,15.8,3.4,1.2,112.7,112.7,0.1,207.3,13.3,33,26.2,7.2,2.4,6.2,0.385,0.9,2.4,0.363,1.6,2,0.788,0.8,2.2,2.9,2.5,0.9,0.2,0.8,1.5,3.13,32.3,38.7,55.7,6-2,G,Jr,B10,25-26,26,GUARD,USA,Rutgers,NCAA,-,Power 5
Isaiah Walker,XAV,0.601,0.576,168.4,6.6,12.8,9.6,6.9,7.5,1.8,0.4,12.3,0.8,1.3,127,114.1,12.9,140.1,13.3,32,16.9,4.7,1.7,3.5,0.473,0.7,1.8,0.411,0.6,0.8,0.8,1,1.8,2.7,0.7,0.5,0.1,0.3,1.2,2.33,22.9,51.4,58.3,6-5,F,Sr,Big East,25-26,26,FORWARD,USA,Xavier,NCAA,-,Power 5
Jaden Cooper,UMES,0.528,0.495,158.1,4.3,14.4,9.4,13.7,13.3,2.3,0.6,17.8,0,1.2,108.4,107,1.5,196.9,13.3,32,26.2,8,2.8,6.9,0.407,1.2,3.6,0.336,1.1,1.3,0.837,0.8,2.8,3.7,1.7,1,0.1,1.2,1.5,1.42,18.8,52.2,63.0,6-3,SG,Sr,MEAC,25-26,26,GUARD,USA,Maryland Eastern Shore,NCAA,8/30/2002,Low-Major
Kai Spears,MARSH,0.444,0.313,120.1,9.5,15.2,12.4,11.6,4.7,4.3,0,13.4,3.8,1.1,122,104.3,17.7,18.6,13.3,15,5.1,1.2,0.3,1.1,0.313,0,0.1,0,0.5,0.6,0.889,0.4,0.7,1.1,0.4,0.4,0,0.1,1.1,4.00,54.5,9.1,31.7,6-3,G,Jr,Sun Belt,25-26,26,GUARD,USA,Marshall,NCAA,-,Mid-Major
Kavien Jones,TNST,0.595,0.603,143.2,11.6,15.9,13.7,2.6,6.9,1.1,1.4,11.1,-0.5,1.3,131.3,104.1,27.2,78.4,13.3,29,10.8,2.8,1.3,2.2,0.587,0.1,0.2,0.4,0.1,0.3,0.444,1,1.4,2.4,0.2,0.2,0.1,0.2,1.4,1.00,13.6,9.1,39.0,6-7,F,Fr,OVC,25-26,26,FORWARD,USA,Tennessee State,NCAA,-,Low-Major
Aidan Driggers,JKSNV,0.5,0.5,50,17.6,14.8,16.1,0,0,0,0,13.7,0,1,128.9,87.3,41.6,3.5,13.3,7,2,0.6,0.3,0.6,0.5,0,0.1,0,0,0,0,0.3,0.3,0.6,0,0,0,0,0.3,,0.0,16.7,20.5,6-6,F,Sr,C-USA,25-26,26,FORWARD,USA,Jacksonville State,NCAA,-,Mid-Major
Chase Williams,CTDL,0.333,0.333,33.3,13.9,11.9,12.9,20.4,25,1.9,3.6,6.3,5.4,0.7,123.1,113.2,9.9,11,13.3,8,4.3,0.3,0.1,0.4,0.333,0,0,0,0,0,0,0.5,0.4,0.9,0.5,0.1,0.1,0.1,0,5.00,0.0,0.0,11.7,6-8,F,Fr,SoCon,25-26,26,FORWARD,USA,The Citadel,NCAA,-,Low-Major
Zubayr Griffin,MONM,0.55,0.55,70,13,11.2,12.2,10.9,16.7,0,0,16.7,-1.9,1.1,110.9,114,-3.1,9.3,13.3,10,3.5,1.1,0.5,1,0.5,0.1,0.5,0.2,0,0,0,0.4,0.3,0.7,0.2,0,0,0.2,0.1,1.00,0.0,50.0,34.3,6-4,G,Fr,CAA,25-26,26,GUARD,USA,Monmouth,NCAA,-,Mid-Major
Finley Sheridan,STET,0.638,0.636,160.4,7.1,17.5,12.3,11.5,21.2,0.6,2.5,16.8,-3,1.4,110.6,117.1,-6.5,162.9,13.3,29,21.5,7,2.8,5.1,0.551,0.9,2,0.424,0.6,0.9,0.63,1.2,2.9,4.1,1.3,0.2,0.5,1.5,2.3,0.87,17.6,39.2,56.9,6-10,F,Jr,A-SUN,25-26,26,FORWARD,USA,Stetson,NCAA,-,Low-Major
Jace Winkleman,MRHD,0.556,0.556,77.8,0,0,0,0,10,0,0,30.6,-6.2,1.1,102.3,123.9,-21.7,2.3,13.3,5,3.1,2,0.8,1.8,0.444,0.4,1.2,0.333,0,0,0,0,0,0,0,0,0,0.2,0,0.00,0.0,66.7,43.8,6-3,G,Fr,OVC,25-26,26,GUARD,USA,Morehead State,NCAA,-,Low-Major
Christian May,UNCW,0.529,0.517,140.2,5.8,16.4,11,9.7,13.7,1.3,1.6,19.7,-2.1,1.1,108.2,101.8,6.4,222.6,13.3,31,29.6,10.5,3.8,9.2,0.413,1.9,5.4,0.357,1,1.6,0.633,1.5,4.1,5.5,1.5,0.7,0.4,1.6,2.6,0.94,17.4,58.7,71.3,6-5,G,Sr,CAA,25-26,26,GUARD,USA,UNC Wilmington,NCAA,-,Mid-Major
Jalen Smith,RICE,0.543,0.532,143.7,3.2,7.8,5.4,14.6,15.2,1.7,1.1,20.7,-1.6,1.2,108.7,111.9,-3.1,219.9,13.3,31,32.6,12.5,4.4,10.6,0.41,2.6,6.7,0.383,1.2,1.9,0.644,0.9,2,2.9,2.3,0.9,0.3,2.1,1.4,1.10,17.9,63.2,79.8,6-4,G,Sr,AAC,25-26,26,GUARD,USA,Rice,NCAA,-,High-Major
Pharell Boyogueno,WIN,0.509,0.513,117.2,6.9,14.7,10.8,4.7,8.3,3.1,3,14.2,-0.6,1.2,113.8,100.8,13,86.8,13.3,28,11.4,3.2,1.1,2.8,0.385,0.7,2.1,0.333,0.4,0.8,0.455,0.7,1.4,2.1,0.3,0.6,0.3,0.3,0.9,1.00,28.6,75.0,55.3,6-6,F,Sr,BSC,25-26,26,FORWARD,USA,Winthrop,NCAA,-,Low-Major
